date,世界全体の感染者数,アイスランド,アイルランド,アゼルバイジャン,アフガニスタン,アラブ首長国連邦,アルジェリア,アルゼンチン,アルバニア,アルメニア,アンゴラ,アンティグア・バーブーダ,アンドラ,イエメン,イスラエル,イタリア,イラク,イラン,インド,インドネシア,ウガンダ,ウクライナ,ウズベキスタン,ウルグアイ,エクアドル,エジプト,エストニア,エスワティニ,エチオピア,エリトリア,エルサルバドル,オマーン,オランダ,オーストラリア,オーストリア,カザフスタン,カタール,カナダ,カメルーン,カンボジア,カーボベルデ,ガイアナ,ガボン,ガンビア,ガーナ,キプロス,キューバ,キルギス,ギニア,ギニアビサウ,ギリシャ,クウェート,クロアチア,グアテマラ,グレナダ,ケニア,コスタリカ,コソボ,コモロ,コロンビア,コンゴ共和国,コンゴ民主共和国,コートジボワール,サウジアラビア,サントメ・プリンシペ,サンマリノ,ザンビア,シエラレオネ,シリア,シンガポール,ジブチ,ジャマイカ,ジョージア,ジンバブエ,スイス,スウェーデン,スペイン,スリナム,スリランカ,スロバキア,スロベニア,スーダン,セネガル,セルビア,セントクリストファー・ネービス,セントビンセント・グレナディーン,セントルシア,セーシェル,ソマリア,タイ,タジキスタン,タンザニア,ダイヤモンド・プリンセス（クルーズ船）,チェコ,チャド,チュニジア,チリ,デンマーク,トリニダード・トバゴ,トルコ,トーゴ,ドイツ,ドミニカ,ドミニカ共和国,ナイジェリア,ナミビア,ニカラグア,ニジェール,ニュージーランド,ネパール,ノルウェー,ハイチ,ハンガリー,バチカン,バハマ,バルバドス,バングラデシュ,バーレーン,パキスタン,パナマ,パプアニューギニア,パラグアイ,パレスチナ,フィジー,フィリピン,フィンランド,フランス,ブラジル,ブルガリア,ブルキナファソ,ブルネイ・ダルサラーム,ブルンジ,ブータン,ベトナム,ベナン,ベネズエラ,ベラルーシ,ベリーズ,ベルギー,ペルー,ホンジュラス,ボスニア・ヘルツェゴビナ,ボツワナ,ボリビア,ポルトガル,ポーランド,マカオ,マダガスカル,マラウイ,マリ,マルタ,マレーシア,ミャンマー,メキシコ,モザンビーク,モナコ,モルディブ,モルドバ,モロッコ,モンゴル,モンテネグロ,モーリシャス,モーリタニア,ヨルダン,ラオス,ラトビア,リトアニア,リヒテンシュタイン,リビア,リベリア,ルクセンブルク,ルワンダ,ルーマニア,レソト,レバノン,ロシア,中国,中央アフリカ,北マケドニア,南アフリカ,南スーダン,台湾,日本,東ティモール,米国,英国,赤道ギニア,韓国,香港
2020-04-28,3007414,1792,19648,1678,1827,11380,3517,3892,736,1867,27,24,741,1,15466,199414,1847,92584,29435,9511,79,9410,1924,606,23240,5042,1647,65,124,39,323,2131,38441,6725,15256,2982,11921,47316,1621,122,106,74,176,10,1550,822,1389,708,1163,73,2534,3440,2039,500,18,363,695,780,0,5379,207,471,1164,20077,8,538,89,99,43,14423,1072,305,511,31,29081,18926,209465,10,588,1381,1407,318,735,8275,15,15,15,11,528,2938,0,300,712,7449,46,967,13813,8896,116,112261,99,156337,16,6293,1337,16,13,701,1124,52,7533,74,2649,9,80,79,6462,2810,14079,5779,8,228,343,18,7777,4695,125845,61888,1363,632,138,15,7,270,64,325,12208,18,46687,27517,661,1564,22,950,24027,11902,45,128,36,408,450,5820,146,14677,76,68,245,3481,4246,38,321,332,7,449,19,818,1449,83,61,133,3729,207,11339,0,717,93558,82836,42,1399,4793,6,429,13576,24,1012582,158354,258,10752,1037
2020-04-29,3078509,1795,19877,1717,1827,11380,3649,4019,766,1932,27,24,742,6,15782,201505,1928,93657,31332,9771,79,9866,1955,620,24258,5268,1660,71,126,39,345,2274,38613,6738,15314,3078,12564,49014,1705,122,113,74,238,10,1671,837,1437,729,1240,73,2534,3740,2047,530,18,374,697,790,0,5597,207,491,1183,21402,11,553,95,104,43,14951,1077,364,517,32,29181,19621,210773,10,619,1384,1408,375,823,8497,15,15,15,11,582,2947,0,300,712,7504,52,975,14365,9049,116,114653,99,157641,16,6416,1337,16,13,709,1126,57,7605,76,2727,10,80,80,7103,2869,15289,6021,8,230,343,18,7958,4740,126910,66501,1399,638,138,15,7,270,64,329,12208,18,47334,28699,702,1588,23,1014,24322,12218,45,128,36,424,450,5851,150,15529,76,68,256,3638,4289,38,321,332,7,449,19,836,1344,83,61,141,3741,212,11616,0,721,99399,82858,50,1421,4996,34,429,13852,24,1039909,162353,315,10761,1037
2020-04-30,3160426,1797,20253,1766,2171,12481,3848,4201,773,2066,27,24,744,6,15782,203591,2003,94640,33050,10118,79,10406,2031,625,24675,5537,1666,91,130,39,377,2348,38999,6746,15364,3333,13409,50363,1806,122,113,75,276,11,1671,843,1467,746,1351,77,2576,4024,2062,557,19,384,705,799,0,5949,220,500,1238,22753,11,563,97,116,43,15641,1089,381,539,32,29324,20302,212917,10,649,1391,1418,375,882,8724,15,16,17,11,601,2954,0,480,712,7579,52,980,14885,9206,116,117589,109,159119,16,6652,1532,16,13,713,1129,57,7667,76,2775,10,80,80,7667,3037,16117,6200,8,239,344,18,8212,4906,128518,71886,1447,638,138,15,7,270,69,329,13181,18,47859,31190,738,1689,23,1053,24505,12640,45,128,36,482,463,5945,150,16752,76,68,396,3771,4359,38,322,332,7,453,19,849,1375,83,61,141,3769,225,11978,0,725,106498,82862,50,1442,5350,34,429,14088,24,1069424,166435,315,10765,1037
2020-05-01,3247981,1797,20612,1804,2171,13038,4006,4304,773,2148,27,24,746,6,16004,205463,2085,95646,35043,10551,81,10861,2046,630,24934,5895,1689,100,131,39,395,2447,39514,6762,15424,3551,14096,52056,1832,122,121,78,276,12,2074,850,1501,756,1495,201,2591,4377,2076,585,20,396,713,799,1,6211,220,572,1275,24097,16,569,106,124,43,16169,1097,396,566,32,29503,21092,213435,10,665,1396,1429,442,933,9009,15,16,17,11,601,2960,15,480,712,7682,73,994,16023,9356,116,120204,116,159119,16,6972,1932,16,14,719,1132,59,7710,76,2863,11,80,80,8238,3169,17611,6378,8,249,353,18,8488,4995,129657,78162,1506,645,138,15,7,270,84,331,14027,18,48519,33931,771,1782,23,1110,25056,12877,45,132,37,490,465,6002,151,17799,76,68,468,3897,4529,38,322,332,8,453,19,858,1385,83,63,141,3784,243,12240,0,729,114431,82874,64,1465,5647,35,429,14281,24,1103461,172479,315,10774,1037
2020-05-02,3335824,1798,20833,1854,2469,13038,4154,4476,789,2273,29,24,746,7,16152,207428,2153,96448,37336,10843,83,11411,2094,643,26336,5895,1694,106,133,39,424,2483,39989,6767,15458,3785,14872,53657,2069,122,121,82,308,12,2074,857,1537,769,1537,257,2591,4619,2085,599,20,411,719,813,1,6507,229,604,1275,25459,16,580,109,136,44,17101,1112,422,582,34,29622,21520,215216,10,690,1403,1434,533,1024,9205,15,16,17,11,671,2966,32,480,712,7737,73,998,17008,9509,116,122392,123,161703,16,7288,2170,16,14,728,1134,59,7759,81,2942,11,81,81,8790,3273,18770,6532,8,266,353,18,8772,5051,130261,85380,1588,649,138,15,7,270,90,333,14917,18,49032,36976,804,1840,23,1167,25351,13105,45,135,37,508,467,6071,151,19224,79,68,491,3980,4687,38,322,332,8,459,19,870,1399,83,63,152,3802,249,12567,0,733,124054,82875,64,1494,5951,45,429,14545,24,1132539,178686,315,10780,1039
2020-05-03,3418377,1798,21176,1894,2469,14163,4295,4532,795,2386,35,24,747,10,16152,209328,2219,97424,39980,11192,85,11913,2127,648,27464,6193,1699,108,133,39,446,2568,40434,6783,15470,3877,15551,55572,2077,122,152,82,335,17,2169,864,1611,795,1586,260,2620,4983,2088,644,20,435,725,823,3,7006,229,674,1362,27011,23,580,119,155,44,17548,1112,432,589,34,29734,22082,216582,10,705,1407,1439,592,1113,9362,15,16,17,11,722,2969,76,480,712,7755,117,1009,18435,9605,116,124375,123,162496,16,7578,2388,16,14,736,1136,69,7759,85,2998,11,82,81,9455,3356,20084,6720,8,333,353,18,8928,5179,131055,91589,1594,652,138,19,7,270,90,345,15828,18,49517,40459,899,1840,23,1229,25190,13375,45,149,38,544,467,6176,151,20739,79,68,519,4052,4880,39,322,332,8,461,19,871,1406,83,63,154,3812,255,12732,0,737,134687,82877,72,1506,6336,45,432,14839,24,1158040,183498,315,10793,1039
2020-05-04,3494803,1799,21506,1932,2469,14163,4474,4681,803,2507,35,25,749,10,16152,210717,2296,98647,42533,11587,88,12331,2160,652,29538,6465,1700,112,135,39,490,2637,40769,6801,15538,3988,16191,59365,2077,122,165,82,335,17,2169,872,1649,830,1650,292,2626,5278,2096,688,21,466,733,851,3,7285,229,682,1398,28656,23,582,124,157,44,18205,1112,463,593,34,29822,22317,217466,10,718,1408,1439,678,1271,9464,15,16,17,11,756,2987,128,480,712,7781,117,1013,19663,9721,116,126045,124,163175,16,7954,2388,16,14,750,1137,75,7809,85,3035,11,82,81,10143,3464,20884,7090,8,370,524,18,9223,5254,131363,96559,1618,662,138,19,7,271,90,345,17489,18,49906,42534,1010,1857,23,1470,25282,13693,45,151,39,563,477,6298,155,22088,80,95,527,4121,5000,40,322,332,8,465,19,879,1410,83,63,158,3824,259,13163,0,740,145268,82880,72,1511,6783,46,436,15057,24,1180375,187844,315,10801,1039
2020-05-05,3572379,1799,21722,1984,3224,15192,4648,4799,820,2619,35,25,751,21,16237,211938,2346,99970,46433,12071,89,12697,2189,655,31881,7201,1703,116,140,39,555,2735,40968,6825,15569,4160,17142,59844,2077,122,165,82,367,17,2719,874,1668,843,1710,292,2632,5804,2101,703,21,490,739,855,4,7668,236,682,1432,30251,161,582,137,178,44,18778,1120,469,604,34,29898,22721,218011,10,755,1413,1439,778,1271,9557,15,17,18,11,835,2988,230,480,712,7819,117,1018,20643,9868,116,127659,126,163860,16,8235,2802,16,15,755,1137,82,7847,88,3065,11,83,82,10929,3679,21501,7197,8,396,538,18,9485,5327,131939,101147,1652,672,138,19,7,271,96,357,17489,18,50267,45928,1055,1926,23,1594,25524,14006,45,158,41,580,480,6353,161,23471,80,95,557,4248,5153,41,323,332,8,471,19,896,1419,83,63,166,3828,261,13512,0,741,155370,82881,94,1518,7220,49,438,15231,24,1204351,191831,315,10804,1040
2020-05-06,3651659,1799,21983,2060,3392,15192,4838,4922,832,2782,36,25,751,26,16268,213013,2431,101650,49391,12438,97,13184,2217,657,31881,7588,1711,119,145,39,587,2903,41286,6849,15586,4298,17972,61159,2265,122,186,92,397,17,2719,878,1685,871,1811,292,2642,6289,2112,730,21,535,742,856,4,7973,236,705,1464,31938,171,589,137,199,45,19410,1120,471,610,34,29926,23216,219329,10,771,1421,1445,852,1329,9677,15,17,18,11,873,2989,293,480,712,7896,170,1022,22016,10019,116,129491,128,164897,16,8480,2950,16,15,763,1138,99,7903,100,3111,11,84,82,11719,3842,22550,7387,8,431,546,18,9684,5412,133045,107780,1689,689,138,19,7,271,102,361,19255,18,50509,47372,1178,1968,23,1681,25702,14431,45,158,41,612,482,6383,161,24905,80,95,618,4363,5382,41,324,332,8,473,19,896,1423,83,64,170,3840,261,13837,0,750,165929,82883,94,1526,7439,49,438,15354,24,1229331,196244,439,10806,1040
2020-05-07,3740874,1799,22248,2127,3563,16240,4997,5076,832,2884,36,25,752,26,16314,214457,2480,103135,52952,12776,98,13691,2266,670,29420,7588,1713,123,162,39,633,2958,41518,6875,15651,4509,18890,62458,2265,122,191,93,397,17,2719,883,1703,895,1856,508,2663,6567,2119,763,21,582,755,860,8,8613,264,797,1516,33731,174,608,139,225,45,20198,1133,473,614,34,29977,23918,220325,10,797,1429,1448,930,1433,9791,15,17,18,11,928,2992,379,480,712,7974,170,1025,23048,10181,116,131744,128,166091,16,8807,3145,16,16,770,1139,99,7953,101,3150,12,89,82,12425,4131,24644,7523,8,440,547,18,10004,5573,137228,114715,1778,729,139,19,7,288,102,367,19255,18,50781,51189,1270,2017,23,1802,26182,14740,45,193,43,631,484,6428,162,26025,81,95,618,4476,5505,41,324,332,8,484,19,900,1428,83,64,178,3851,268,14107,0,784,177160,82885,94,1539,7808,58,439,15463,24,1257023,202459,439,10810,1040
2020-05-08,3833843,1801,22385,2204,3563,16793,5182,5305,850,3029,36,25,752,35,16346,215858,2543,104691,56342,13112,101,14195,2314,673,30298,7981,1720,153,191,39,695,3112,41973,6896,15673,4578,20201,63895,2265,122,218,93,504,18,3091,889,1729,906,1927,508,2678,7208,2125,798,21,607,761,861,8,8959,274,897,1571,35432,165,632,153,231,45,20939,1135,478,623,34,30043,24623,221447,10,824,1445,1449,930,1492,9848,15,17,18,11,928,3000,461,509,712,8031,253,1026,24581,10281,116,133721,135,167300,16,9095,3526,16,16,781,1141,102,7995,108,3178,12,92,82,13134,4404,26435,7731,8,462,547,18,10343,5673,137857,125218,1829,736,141,19,7,288,140,379,20168,18,51420,54817,1461,2027,23,1886,26715,15047,45,193,43,650,486,6467,176,27634,81,95,648,4605,5661,42,324,332,8,494,19,909,1433,83,64,189,3859,271,14499,0,796,187859,82886,94,1572,8232,90,440,15547,24,1283929,207977,439,10822,1044
2020-05-09,3923987,1801,22541,2279,4041,16793,5369,5530,856,3175,36,25,754,36,16444,217185,2603,106220,59662,13645,101,14710,2336,684,30298,8476,1725,159,194,39,742,3224,42292,6914,15735,4922,21331,65399,2265,122,230,93,620,20,4012,891,1741,931,2009,508,2691,7623,2161,832,21,621,765,862,8,9456,287,937,1602,37136,208,632,167,257,47,21707,1189,488,626,34,30168,25265,222857,10,835,1455,1450,1111,1551,9943,15,17,18,11,997,3004,522,509,712,8077,260,1030,25972,10416,116,135569,145,168551,16,9376,3912,16,16,795,1142,109,8034,129,3213,12,92,82,13770,4595,27474,7868,8,563,547,18,10463,5738,138499,135106,1911,736,141,19,7,288,242,381,21101,18,52011,58526,1685,2070,23,2081,27268,15366,45,169,43,668,489,6535,177,29616,82,95,744,4728,5873,42,324,332,8,522,19,928,1436,83,64,199,3871,273,14811,0,809,198676,82887,94,1586,8895,120,440,15649,24,1309550,212630,439,10840,1044
2020-05-10,4006896,1801,22760,2422,4402,18198,5558,5680,868,3313,43,25,754,36,16444,218268,2767,107603,62939,14032,116,15232,2387,694,28818,9400,1733,163,210,39,784,3400,42582,6929,15777,5056,22520,66780,2335,122,236,93,661,20,4263,892,1754,1002,2042,642,2710,8688,2176,900,21,649,773,870,11,10051,287,991,1667,39048,165,632,252,291,47,22460,1189,490,635,35,30168,25921,223578,10,847,1455,1454,1164,1634,10032,15,17,18,11,1054,3009,561,509,712,8095,322,1032,27219,10517,116,137115,153,169218,16,9882,4151,16,16,815,1144,110,8069,146,3263,12,92,82,14657,4856,29465,8070,8,689,547,18,10610,5880,138932,145328,1955,748,141,19,7,288,284,388,22973,18,52596,61847,1771,2070,23,2266,27406,15651,45,169,56,692,490,6589,178,31522,87,95,785,4867,6038,42,324,332,8,540,19,930,1444,83,64,199,3877,280,15131,0,845,209688,82901,143,1622,9420,120,440,15747,24,1329260,216529,439,10874,1044
2020-05-11,4087533,1801,22996,2519,4664,18198,5723,5924,868,3392,45,25,756,53,16492,219070,2818,109286,67152,14265,121,15648,2411,702,29559,9746,1739,172,239,39,889,3574,42827,6941,15787,5138,23623,67996,2579,122,246,97,661,20,4263,898,1766,1016,2146,642,2716,9286,2187,967,21,672,780,870,11,10495,287,1024,1700,41014,165,637,267,307,47,23336,1210,498,638,36,30222,26322,224390,10,863,1457,1457,1365,1709,10114,15,17,18,11,1089,3015,612,509,712,8123,322,1032,28866,10627,116,138657,173,169575,16,10347,4399,16,16,821,1147,121,8099,151,3284,12,92,84,15691,5157,30941,8282,8,713,547,18,10794,5962,139141,155939,1965,751,141,19,9,288,319,402,23906,18,53081,65015,1830,2098,23,2437,27581,15996,45,169,56,704,496,6656,180,33460,91,96,835,4927,6226,42,324,332,8,562,19,939,1479,83,64,204,3886,284,15362,0,859,221344,82918,179,1642,10015,156,440,15798,24,1347881,220453,439,10909,1047
2020-05-12,4166615,1801,23135,2589,4967,19661,5891,6034,872,3538,45,25,756,67,16526,219814,2913,110767,70756,14749,122,16023,2509,707,29509,9746,1741,175,250,39,958,3721,42988,6948,15874,5207,25149,69156,2579,122,260,104,802,22,4700,901,1783,1037,2146,761,2726,10277,2196,1052,21,700,792,884,11,11063,333,1102,1730,42925,165,647,267,338,47,23822,1256,502,639,36,30261,26670,227436,10,869,1457,1460,1526,1886,10176,15,17,18,11,1170,3017,661,509,712,8176,322,1032,30063,10711,116,139771,181,170508,16,10634,4641,16,16,832,1147,191,8106,182,3313,12,92,84,16660,5409,32674,8448,8,724,547,18,11086,5984,139597,162699,1990,760,141,19,11,288,319,414,23906,18,53449,67307,1972,2142,24,2556,27679,16326,45,186,57,712,503,6726,180,35022,103,96,897,4995,6380,42,324,332,8,576,19,946,1485,83,64,211,3888,285,15588,0,870,232243,82919,179,1664,10652,174,440,15874,24,1369376,224331,439,10936,1047
2020-05-13,4245296,1801,23242,2693,5226,19661,6067,6278,876,3718,45,25,759,72,16539,221216,3032,112725,74281,15438,126,16425,2598,711,30419,10431,1746,184,261,39,998,4019,43184,6964,15910,5417,26539,70342,2689,122,270,109,863,23,5127,903,1804,1044,2298,820,2744,11028,2207,1114,21,715,801,919,11,11613,333,1169,1857,44830,165,647,441,338,48,24671,1268,505,642,37,30297,27272,228030,10,893,1465,1461,1660,1995,10243,15,17,18,11,1219,3017,729,509,712,8221,357,1032,31721,10789,116,141475,199,171306,16,10900,4787,16,16,854,1147,243,8135,209,3341,12,93,84,17822,5780,34336,8616,8,737,548,18,11350,6003,140305,168331,2023,766,141,27,11,288,327,422,25840,18,53779,68822,2100,2162,24,2831,27913,16921,45,192,58,730,503,6742,180,36327,104,96,904,5154,6466,42,324,332,8,582,19,950,1491,83,64,212,3894,286,15778,0,878,242271,82926,179,1674,11350,174,440,16024,24,1390406,227739,522,10962,1047
2020-05-14,4333777,1802,23401,2758,5339,21084,6253,6563,880,3836,45,25,761,87,16539,222104,3143,114533,78003,16006,139,16847,2620,717,30486,10829,1751,187,263,39,1037,4341,43412,6975,15964,5571,28272,71486,2800,122,289,113,1004,23,5408,905,1810,1082,2372,836,2760,11975,2213,1199,21,737,804,919,11,12272,341,1242,1912,46869,165,647,446,387,48,25346,1268,507,652,37,30330,27909,228691,10,916,1469,1463,1818,2105,10295,15,17,18,11,1284,3018,729,509,712,8269,372,1032,34381,10865,116,143114,219,172239,16,11196,4971,16,25,860,1147,249,8158,219,3380,12,93,85,18863,6069,35788,8616,8,740,548,18,11618,6054,140812,177589,2069,773,141,27,15,288,327,440,25840,18,53981,72059,2080,2181,24,2964,28132,17204,45,212,63,758,508,6779,181,38324,107,96,968,5406,6593,42,324,332,9,586,19,951,1505,83,64,213,3904,287,16002,1,886,252245,82929,187,1694,12074,194,440,16079,24,1417774,230986,583,10991,1050
2020-05-15,4426573,1802,23827,2879,6053,21831,6442,6973,898,4044,48,25,761,108,16567,223096,3193,116635,81970,16496,160,17330,2652,719,30502,10829,1758,187,272,39,1112,4625,43682,6989,16005,5689,29425,72536,2954,122,315,113,1104,23,5530,907,1830,1111,2473,913,2770,12860,2221,1342,21,758,815,944,11,12930,391,1298,1971,49176,166,647,654,408,48,26098,1309,509,671,37,30380,28582,229540,10,925,1477,1464,1964,2189,10374,15,17,18,11,1284,3025,1085,509,712,8351,399,1032,37040,10911,116,144749,238,173152,16,11320,5162,16,25,876,1148,258,8175,234,3417,12,94,85,20065,6418,37218,8944,8,754,554,18,11876,6145,141434,188974,2100,773,141,27,20,288,339,440,26772,18,54288,76306,2255,2216,24,3148,28319,17615,45,230,63,779,522,6819,181,40186,115,96,1020,5553,6623,98,324,332,16,596,19,962,1511,83,64,215,3915,287,16247,1,891,262843,82933,221,1723,12739,231,440,16193,24,1442824,234433,594,11018,1051
2020-05-16,4517332,1802,23956,2980,6402,21831,6630,7134,933,4283,48,25,761,124,16589,223885,3260,118392,85940,17025,203,17858,2691,724,30502,11228,1766,190,287,39,1210,5029,43882,7019,16068,5850,30972,73829,3047,122,326,113,1209,23,5638,910,1840,1117,2531,913,2810,13802,2222,1518,22,781,830,944,11,13610,391,1369,2017,52016,166,652,668,447,50,26891,1331,509,677,42,30431,29207,230183,10,949,1480,1465,1964,2310,10438,15,17,18,11,1357,3025,1118,509,712,8406,428,1035,37040,10989,116,146457,263,173772,16,11739,5450,16,25,885,1148,281,8197,273,3473,12,96,85,20995,6655,38799,9118,8,759,554,18,12305,6228,141997,202918,2138,780,141,27,21,318,339,455,27730,18,54644,80604,2318,2237,24,3372,28583,18016,45,238,63,806,532,6855,182,42595,119,96,1078,5745,6681,135,324,332,29,607,19,970,1523,83,64,219,3923,287,16437,1,902,272043,82941,301,1740,13524,231,440,16237,24,1467820,238006,594,11037,1052
2020-05-17,4609208,1802,24048,3138,6664,23358,6821,7479,946,4472,48,25,761,126,16608,224760,3404,120198,90927,17514,227,18291,2741,732,31467,11719,1770,202,306,39,1265,5186,44071,7036,16140,6157,32604,74993,3047,122,328,116,1320,23,5735,914,1862,1138,2658,913,2819,14850,2224,1643,22,830,843,944,11,14216,391,1454,2061,54752,169,652,679,462,51,27356,1401,511,695,44,30489,29677,230698,10,970,1493,1465,2289,2429,10496,15,17,18,11,1421,3028,1322,509,712,8455,474,1037,41428,11056,116,148067,298,174355,16,12110,5621,16,25,889,1149,295,8197,310,3509,12,96,85,20995,6930,40151,9268,8,778,560,18,12513,6286,142369,218223,2211,782,141,27,21,318,339,504,28681,18,54989,84495,2460,2265,25,3577,28810,18257,45,283,65,835,546,6872,184,45032,129,96,1078,5934,6798,136,324,332,40,613,19,997,1534,83,65,223,3930,289,16704,1,911,281752,82947,301,1762,14355,231,440,16285,24,1486757,241459,690,11050,1052
2020-05-18,4702058,1802,24112,3274,7072,23358,7019,7805,948,4823,48,25,761,132,16607,225435,3554,122492,96169,18010,227,18616,2762,734,32723,12229,1774,203,317,39,1338,5379,44196,7045,16154,6440,33969,76204,3047,122,328,117,1320,24,5735,916,1872,1216,2727,990,2834,15691,2226,1763,22,887,853,955,11,14939,410,1454,2109,57345,169,668,753,505,58,28038,1518,517,701,44,30504,30143,231350,10,986,1494,1466,2591,2480,10610,15,17,18,11,1455,3031,1322,509,712,8475,503,1037,43781,11125,116,149435,301,174697,16,12314,5959,16,25,904,1149,357,8197,358,3535,12,96,86,23870,7156,42125,9449,8,786,560,18,12718,6347,142489,233142,2235,796,141,42,21,320,339,541,29650,18,55280,88541,2565,2289,25,3826,29036,18529,45,304,70,860,553,6894,188,47144,137,96,1094,6060,6930,140,324,332,62,629,19,1008,1541,83,65,226,3945,292,16871,1,931,290678,82954,327,1792,15515,282,440,16305,24,1508308,244994,719,11065,1052
2020-05-19,4783725,1802,24200,3387,7655,25063,7201,8068,948,5041,50,25,761,134,16621,225886,3611,124603,101139,18496,260,18876,2802,734,33182,12764,1784,205,352,39,1413,5671,44342,7060,16179,6751,35606,77306,3529,122,328,117,1432,24,5735,917,1881,1243,2796,1038,2836,16764,2228,1912,22,912,863,955,11,15574,414,1537,2119,59854,165,668,761,519,58,28343,1618,520,702,46,30514,30377,231606,11,1020,1495,1466,2591,2544,10699,15,17,18,11,1502,3033,1729,509,712,8586,519,1043,46059,11166,116,150593,330,175210,16,12725,6175,16,25,909,1153,402,8249,456,3556,12,96,88,25121,7374,43966,9606,8,788,567,18,12718,6380,142981,241080,2259,796,141,42,21,324,129,618,30572,18,55559,92273,2646,2303,25,4088,29209,18885,45,322,70,874,558,6941,191,49219,145,96,1143,6138,6972,140,324,332,81,649,19,1009,1547,83,65,229,3947,297,17036,1,954,299941,82960,336,1817,16433,282,440,16365,24,1528568,247710,825,11078,1055
2020-05-20,4872552,1802,24251,3518,8145,25063,7377,8371,964,5271,52,25,761,171,16650,226699,3724,126949,106750,19189,260,19230,2880,737,34151,14229,1791,208,365,39,1498,6043,44450,7068,16257,6969,37097,78499,3529,122,335,124,1502,24,6096,918,1887,1270,2863,1038,2840,17568,2232,2001,22,963,882,989,34,16295,420,1730,2153,62545,165,668,772,534,58,28794,1828,520,713,46,30535,30799,232037,11,1027,1495,1467,2728,2617,10733,15,17,18,11,1573,3034,1936,509,712,8647,545,1044,46059,11242,116,151615,338,176007,16,13223,6401,16,25,914,1153,427,8257,533,3598,12,96,88,26738,7532,45898,9726,8,829,577,18,12942,6399,143505,254220,2292,806,141,42,21,324,130,618,31508,18,55791,94933,2798,2319,25,4263,29432,19268,45,326,71,901,560,6978,193,51633,146,96,1186,6340,7048,140,324,332,131,672,19,1012,1562,83,68,233,3958,308,17191,1,961,308705,82965,411,1839,17200,282,440,16385,24,1551853,250125,890,11110,1055
2020-05-21,4975963,1803,24315,3631,8676,26004,7542,8809,969,5606,58,25,762,184,16659,227364,3877,129341,112359,20162,264,19706,2950,738,34151,14229,1794,217,389,39,1571,6370,44648,7079,16275,7234,38651,79502,3733,122,349,125,1567,24,6096,922,1900,1313,2927,1089,2850,18609,2234,2133,22,1029,882,989,34,16935,420,1834,2231,65077,165,670,832,570,58,29364,2047,520,721,48,30575,31523,232555,11,1045,1496,1468,3138,2714,10833,15,18,18,11,1594,3037,2140,509,712,8721,565,1045,53617,11315,116,152587,338,176752,16,13477,6677,16,279,920,1153,454,8268,596,3641,12,96,90,28511,8039,48091,9867,8,833,596,18,13434,6443,143923,271628,2331,809,141,42,21,324,130,824,33371,18,55983,99483,2955,2334,25,4481,29660,19739,45,371,72,931,584,7009,199,54346,156,96,1216,6553,7185,140,324,332,141,684,19,1016,1577,83,71,238,3971,314,17387,1,1024,317554,82967,411,1858,18003,339,440,16424,24,1576542,249617,903,11122,1055
2020-05-22,5027104,1803,24315,3631,8676,26004,7542,8809,969,5606,58,25,762,184,16659,228006,3877,129341,118226,20162,264,19706,2950,738,34151,14229,1794,217,389,39,1571,6370,44648,7079,16275,7234,38651,82742,3733,122,349,125,1567,24,6096,922,1900,1313,2927,1089,2850,18609,2234,2133,22,1029,882,989,34,16935,420,1834,2231,65077,165,670,832,570,58,29812,2047,520,721,48,30575,31523,233037,11,1045,1496,1468,3138,2714,10833,15,18,18,11,1594,3037,2140,509,712,8721,565,1045,57581,11315,116,153548,338,179021,16,13477,6677,16,279,920,1153,454,8268,596,3641,12,96,90,28511,8039,48091,9867,8,833,596,18,13434,6443,144163,291579,2331,809,141,42,21,324,130,824,33371,18,56235,108769,2955,2334,25,4481,29660,19739,45,371,72,931,584,7009,199,56594,156,96,1216,6553,7185,140,324,332,141,684,19,1016,1577,83,71,238,3971,314,17387,1,1024,317554,82967,411,1858,18003,339,440,16424,24,1576542,250908,903,11122,1055
