,date,世界全体の感染者数,中国,中国以外,Diamond Princess,香港,マカオ,台湾,日本,韓国,ベトナム,シンガポール,豪州,マレーシア,カンボジア,ニュージーランド,フィリピン,モンゴル,ブルネイ・ダルサラーム,フランス,ドイツ,イタリア,スペイン,オランダ,スウェーデン,英国,ベルギー,オーストリア,スイス,デンマーク,ノルウェー,フィンランド,チェコ,イスラエル,スロベニア,ポルトガル,ロシア,ギリシャ,アイルランド,エストニア,サンマリノ,セルビア,ベラルーシ,クロアチア,ジョージア,スロバキア,ポーランド,キプロス,ハンガリー,ルーマニア,アイスランド,ルクセンブルク,ラトビア,アルバニア,ボスニア・ヘルツェゴビナ,ブルガリア,マルタ,北マケドニア,モルドバ,ウクライナ,アゼルバイジャン,カザフスタン,アルメニア,リトアニア,モンテネグロ,リヒテンシュタイン,ウズベキスタン,アンドラ,バチカン,キルギス,モナコ,トルコ,タイ,ネパール,ブータン,スリランカ,インド,インドネシア,モルディブ,パキスタン,バングラデシュ,ドミニカ共和国,アラブ首長国連邦,バーレーン,オマーン,アフガニスタン,エジプト,イラク,イラン,カタール,レバノン,クウェート,サウジアラビア,ヨルダン,スーダン,ソマリア,アルジェリア,ナイジェリア,トーゴ,セネガル,モロッコ,チュニジア,カメルーン,南アフリカ,コートジボワール,ナミビア,ブルキナファソ,中央アフリカ,コンゴ共和国,赤道ギニア,ルワンダ,モーリシャス,ザンビア,ガンビア,エスワティニ,エチオピア,モーリタニア,セーシェル,ガボン,ガーナ,ギニア,ケニア,ジブチ,ベナン,リベリア,コンゴ民主共和国,タンザニア,パレスチナ,米国,カナダ,メキシコ,ブラジル,アルゼンチン,チリ,コロンビア,ペルー,ウルグアイ,ベネズエラ,トリニダード・トバゴ,アンティグア・バーブーダ,コスタリカ,パラグアイ,ボリビア,キューバ,グアテマラ,ガイアナ,セントビンセント・グレナディーン,パナマ,ホンジュラス,エクアドル,セントルシア,バルバドス,スリナム,バハマ,ジャマイカ
42,2020-02-21,77207,75891,682,634,68,10,24,107,204,16,85,17,22,1,0,3,0,0,12,16,3,2,0,1,9,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,1,3,0,0,0,0,0,9,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2020-02-22,77818,76288,896,634,68,10,26,129,346,16,86,21,22,1,0,3,0,0,12,16,9,2,0,1,9,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,1,3,0,0,0,0,0,11,0,0,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2020-02-23,78683,76741,1251,691,69,10,26,143,602,16,89,22,22,1,0,3,0,0,12,16,76,2,0,1,9,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,1,3,0,0,0,0,0,13,0,0,0,1,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2020-02-24,79370,77150,1529,691,73,10,28,160,763,16,89,22,22,1,0,3,0,0,12,16,152,2,0,1,9,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,1,3,0,0,0,0,0,13,0,0,0,1,0,43,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2020-02-25,80252,77658,1903,691,81,10,30,171,977,16,90,22,22,1,0,3,0,0,12,16,229,2,0,1,13,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,1,3,0,0,0,0,0,13,8,2,1,1,1,61,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2020-02-26,81133,78064,2378,691,85,10,31,189,1261,16,91,23,22,1,0,3,0,0,12,18,322,2,0,1,13,1,2,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,1,3,0,0,0,0,0,13,26,4,1,1,5,95,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2020-02-27,82322,78497,3120,705,91,10,32,214,1766,16,93,23,22,1,0,3,0,0,18,21,400,12,0,2,13,1,2,1,1,1,2,0,2,0,0,2,1,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,1,3,0,0,2,0,0,13,33,4,1,1,6,141,0,2,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2020-02-28,83673,78824,4144,705,93,10,32,233,2337,16,96,23,24,1,1,3,0,0,38,26,650,25,1,7,16,1,4,6,1,4,2,0,3,0,0,2,3,0,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,1,0,1,3,0,0,2,0,0,19,33,6,1,1,7,245,0,2,43,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2020-02-29,85412,79251,5456,705,94,10,34,242,3150,16,98,24,24,1,1,3,0,0,57,57,888,32,2,12,20,1,5,10,2,6,2,0,5,0,0,2,3,0,1,1,0,1,5,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,42,1,0,1,3,0,0,2,0,0,19,38,6,1,1,8,388,0,2,45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2020-03-01,87162,79824,6633,705,95,10,39,256,3736,16,102,25,24,1,1,3,0,0,100,57,1128,45,7,13,23,1,10,18,3,15,2,0,7,0,0,2,3,1,1,1,0,1,7,3,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,42,1,0,1,3,0,0,4,0,0,19,40,6,1,1,13,593,1,9,45,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,2020-03-02,88968,80026,8236,706,98,10,40,274,4212,16,106,27,24,1,1,3,0,0,100,129,1689,45,13,14,36,1,10,24,4,19,6,3,7,0,0,2,7,1,1,1,0,1,7,3,0,0,0,0,3,2,1,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,1,0,42,1,0,1,3,2,0,4,0,1,21,47,6,1,2,19,978,3,10,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,19,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,2020-03-03,90897,80151,10040,706,100,10,41,293,4812,16,108,33,29,1,2,3,0,0,191,157,2036,114,18,15,43,8,18,30,5,25,7,3,10,0,2,3,7,1,1,8,0,1,9,3,0,0,0,0,3,9,1,1,0,0,0,0,1,0,0,3,0,1,1,0,0,0,1,0,0,1,0,43,1,0,1,5,2,0,5,0,1,21,49,6,1,2,26,1501,7,13,56,1,1,0,0,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,27,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
54,2020-03-04,93140,80270,12164,706,100,10,42,329,5328,16,110,43,50,1,2,3,0,0,212,196,2502,151,28,24,56,8,24,37,8,32,7,5,12,0,2,3,7,2,2,8,0,1,9,3,0,1,0,0,4,16,1,1,0,0,0,0,1,0,1,3,0,1,1,0,0,0,1,0,0,1,0,43,1,0,1,6,2,0,5,0,1,27,49,12,1,2,31,2336,8,13,56,1,1,0,0,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,30,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
55,2020-03-05,95365,80409,14250,706,104,10,42,359,5766,16,110,57,50,1,2,3,0,0,285,262,3089,198,38,35,90,23,37,56,10,56,7,5,15,1,7,3,9,2,2,16,0,6,9,3,0,1,0,2,4,26,1,1,0,2,0,0,1,0,1,3,0,1,1,0,0,0,1,0,0,1,0,47,1,0,1,29,2,0,5,0,1,27,49,15,1,2,36,2922,8,13,58,2,1,0,0,12,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,129,30,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
56,2020-03-06,98258,80552,17010,696,104,10,44,413,6284,16,117,57,55,1,4,5,0,0,423,534,3858,261,82,61,120,50,47,89,18,86,12,12,15,6,7,4,32,14,3,21,1,6,10,9,0,1,0,2,6,26,1,1,0,2,0,0,1,0,1,3,0,1,1,0,1,0,1,0,0,1,0,47,1,1,1,30,2,0,5,0,1,27,49,16,1,3,36,3513,8,16,58,5,1,0,0,12,1,0,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,148,45,5,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
57,2020-03-07,101967,80651,20620,696,107,10,45,452,6767,17,130,62,83,1,5,5,0,0,616,639,4636,374,128,137,168,109,66,209,23,113,19,12,19,9,13,7,32,18,10,24,1,6,11,9,1,5,0,4,7,45,2,1,0,2,0,0,3,0,1,9,0,1,1,0,1,0,1,1,0,1,0,48,1,1,1,31,2,0,5,0,1,45,49,16,1,3,44,4747,11,22,58,5,1,0,0,17,1,1,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,213,51,5,13,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
58,2020-03-08,105601,80695,24210,696,109,10,45,493,7134,21,138,74,93,2,5,6,0,0,716,795,5883,430,188,137,211,169,104,264,32,147,19,26,26,12,21,7,66,19,10,27,1,6,11,12,3,6,0,7,13,45,2,1,0,2,2,3,3,1,1,9,0,1,1,0,1,0,1,1,0,1,0,50,1,1,1,34,4,2,5,0,1,45,56,16,4,48,54,5823,12,28,62,7,1,0,0,17,1,1,4,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,213,57,7,19,9,5,1,6,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0
59,2020-03-09,109820,80735,28389,696,114,10,45,521,7382,30,150,77,93,2,5,10,0,0,1126,1112,7375,589,265,203,278,200,112,332,38,169,30,32,39,16,30,7,73,21,10,37,1,6,11,13,5,11,0,9,15,55,2,3,2,2,4,3,3,1,1,9,0,1,1,0,1,0,1,1,0,1,0,50,1,1,1,43,6,4,6,3,1,45,79,16,4,55,60,6566,15,32,64,15,1,0,0,20,2,1,4,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,423,62,7,25,12,10,1,6,0,0,0,0,9,1,0,0,0,0,0,0,0,15,0,0,0,0,0
60,2020-03-10,113873,80754,32423,696,115,10,45,566,7513,31,160,92,117,2,5,33,1,1,1412,1139,9172,1024,321,248,325,239,131,369,92,192,40,38,39,23,30,7,73,24,10,49,1,6,12,15,7,16,2,9,15,55,5,6,2,2,4,4,7,1,1,9,0,1,1,0,1,0,1,1,0,1,0,53,1,1,1,44,19,4,16,3,5,59,109,18,4,59,61,7161,18,41,65,15,1,0,0,20,2,1,4,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,554,77,7,25,12,13,3,9,0,0,0,0,9,1,0,0,0,0,0,1,0,15,0,0,0,0,0
61,2020-03-11,118431,80778,36957,696,120,10,47,622,7755,35,166,112,129,3,5,49,1,1,1785,1296,10149,1639,382,326,375,267,182,491,264,277,40,61,75,31,41,7,89,34,13,63,12,9,16,23,7,22,2,13,25,61,5,8,10,4,6,4,7,3,1,9,0,1,1,0,1,0,1,1,0,1,0,59,1,1,1,60,27,8,16,3,5,74,110,18,4,59,61,8042,24,41,69,20,1,0,0,20,2,1,4,3,6,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,754,93,7,34,17,17,3,11,0,0,0,0,13,5,2,0,0,0,0,8,0,15,0,0,0,0,1
62,2020-03-12,125333,80805,43832,696,129,10,48,682,7869,39,178,122,129,3,5,52,1,12,2281,1567,12462,2140,503,461,462,314,302,645,617,489,40,94,75,57,41,20,98,43,13,63,19,12,16,23,10,44,6,13,48,61,17,16,10,4,7,6,7,4,1,9,0,1,3,0,1,0,1,1,0,1,1,70,1,1,2,73,34,8,19,3,5,74,189,18,7,67,70,9000,262,66,80,21,1,0,0,25,2,1,4,5,6,2,13,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,987,93,11,52,19,23,9,17,0,0,0,0,13,5,2,0,0,0,0,10,2,17,0,0,0,0,1
63,2020-03-13,132817,80813,51308,696,131,10,49,722,7979,39,187,140,129,5,5,52,1,12,2877,2369,15113,2965,614,620,598,314,361,858,676,489,109,116,75,57,41,34,98,70,13,63,19,12,16,25,21,49,6,16,48,61,17,16,23,4,7,9,7,4,3,11,0,1,3,0,4,0,1,1,0,1,1,75,1,1,3,74,34,8,20,3,5,85,195,18,7,67,70,10075,262,66,80,21,1,0,0,25,2,1,10,6,7,2,17,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,1264,138,12,77,31,33,9,22,0,0,0,0,22,5,3,3,0,1,1,14,2,17,0,0,0,0,1
64,2020-03-14,142565,80824,61044,697,137,10,50,763,8086,48,200,197,197,7,6,64,1,25,3661,3062,17660,4231,804,775,807,599,504,1125,802,750,109,150,100,141,112,34,98,90,79,66,31,21,27,25,30,64,14,19,64,61,38,16,33,11,7,12,9,8,3,11,0,8,6,0,4,0,2,1,0,2,5,75,1,1,6,82,69,9,21,3,5,85,210,19,7,93,93,11364,262,77,100,62,1,1,0,26,2,1,10,7,7,2,17,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,0,31,1681,176,26,98,34,43,16,28,0,2,1,1,23,6,3,4,0,1,1,27,2,23,0,0,0,0,7
65,2020-03-15,154038,80844,72497,697,141,10,53,812,8162,53,212,249,238,7,6,111,1,40,4499,3795,21157,5753,961,924,1149,689,800,1359,836,907,210,214,178,141,112,34,228,129,79,92,41,21,37,30,44,111,21,32,123,138,38,30,38,18,43,12,13,12,3,19,6,8,9,0,4,0,2,1,0,2,5,75,1,1,11,107,117,10,28,3,5,85,211,20,10,93,93,12729,337,93,112,103,1,1,0,37,2,1,21,18,16,3,38,3,2,2,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,0,0,0,2,0,38,2174,244,41,121,45,61,24,43,0,2,1,1,23,6,3,4,0,1,1,27,2,23,0,0,0,0,8
66,2020-03-16,168856,80860,87284,712,148,10,59,829,8236,57,243,298,553,12,6,140,1,50,5426,4838,24747,7753,1137,992,1400,1085,959,2200,898,1077,267,298,200,219,245,63,331,169,205,92,46,36,49,33,61,150,33,39,158,180,38,31,42,19,51,21,13,23,3,19,6,26,14,0,7,4,2,1,0,9,5,114,1,1,19,114,117,13,52,5,5,98,221,22,16,126,124,14991,401,99,112,103,6,1,0,49,2,1,26,28,18,3,51,3,2,15,1,1,1,5,0,0,0,1,1,1,2,1,2,1,1,0,0,0,2,0,38,2951,304,53,200,56,75,24,71,4,17,2,1,23,8,11,4,1,4,1,43,2,37,2,0,1,0,10
67,2020-03-17,179168,80881,97575,712,157,11,67,874,8320,61,243,375,553,24,11,187,4,50,6634,6012,27980,9191,1418,1059,1554,1085,1132,2200,1007,1169,272,383,250,253,331,93,331,223,205,102,70,36,56,33,72,150,33,50,158,199,81,36,51,19,67,30,19,29,7,19,6,52,17,0,7,4,14,1,0,9,47,147,1,1,29,137,172,13,187,8,21,98,237,24,21,166,124,14991,442,109,130,133,35,2,1,60,2,1,27,38,20,5,62,6,2,15,1,1,1,7,0,0,0,1,5,1,4,1,6,1,3,0,1,1,3,1,39,3509,424,53,234,65,156,45,86,6,33,5,1,41,9,11,5,1,4,1,69,8,58,2,0,1,1,10
68,2020-03-18,191945,80894,110339,712,167,13,77,910,8413,61,243,375,553,24,11,187,4,50,7701,7156,31506,11178,1710,1167,1966,1486,1332,2650,1024,1308,319,434,304,275,448,93,387,292,225,104,85,36,65,34,97,246,33,50,184,225,140,60,55,19,81,38,31,30,14,19,33,52,25,2,7,16,16,1,0,9,47,177,1,1,29,137,172,13,187,8,21,98,237,24,22,166,154,16169,442,120,130,171,35,2,1,60,2,1,27,38,24,5,62,6,2,20,1,1,1,7,0,0,0,1,5,1,4,1,8,1,3,0,1,1,3,1,41,4226,424,82,234,65,156,45,86,6,33,5,1,41,9,11,5,6,4,1,69,8,58,2,0,1,1,12
69,2020-03-19,210006,80928,128366,712,192,15,100,953,8565,66,313,510,673,35,20,187,5,56,9135,8198,35713,13716,2058,1279,2649,1486,1646,3010,1104,1423,259,522,427,286,642,143,418,292,258,109,96,46,81,38,105,287,58,58,246,250,210,71,59,36,92,48,36,36,16,34,36,84,26,2,25,16,75,1,3,9,191,212,1,1,42,151,227,13,241,10,21,113,256,33,22,196,164,17361,442,133,142,238,52,2,1,72,8,1,36,49,29,10,116,9,2,26,1,3,3,11,3,2,1,1,6,1,6,3,9,1,7,1,1,2,7,3,44,7038,569,93,291,79,238,93,145,29,36,7,1,50,11,12,10,6,4,1,86,9,155,2,2,1,3,13
70,2020-03-20,231111,80967,149432,712,208,17,108,953,8652,66,313,510,673,35,20,187,5,56,10995,10999,41035,17147,2460,1423,3288,1795,1843,3010,1132,1423,369,694,529,319,785,199,418,557,267,126,123,46,81,38,105,325,58,73,260,330,345,86,70,44,99,53,48,49,16,34,46,122,36,10,25,21,75,13,3,9,191,212,1,1,42,151,227,13,241,10,21,113,256,33,22,196,164,18407,442,133,142,238,52,2,1,72,8,1,36,49,29,10,116,9,2,26,1,3,3,11,3,2,1,1,6,1,6,3,9,1,7,1,1,2,7,3,44,10442,569,93,291,79,238,93,145,29,36,7,1,50,11,12,10,6,4,1,86,9,155,2,2,1,3,13
