date,世界全体の死者数,アイスランド,アイルランド,アゼルバイジャン,アフガニスタン,アラブ首長国連邦,アルジェリア,アルゼンチン,アルバニア,アルメニア,アンゴラ,アンティグア・バーブーダ,アンドラ,イエメン,イスラエル,イタリア,イラク,イラン,インド,インドネシア,ウガンダ,ウクライナ,ウズベキスタン,ウルグアイ,エクアドル,エジプト,エストニア,エスワティニ,エチオピア,エリトリア,エルサルバドル,オマーン,オランダ,オーストラリア,オーストリア,カザフスタン,カタール,カナダ,カメルーン,カンボジア,カーボベルデ,ガイアナ,ガボン,ガンビア,ガーナ,キプロス,キューバ,キルギス,ギニア,ギニアビサウ,ギリシャ,クウェート,クロアチア,グアテマラ,グレナダ,ケニア,コスタリカ,コソボ,コモロ,コロンビア,コンゴ共和国,コンゴ民主共和国,コートジボワール,サウジアラビア,サントメ・プリンシペ,サンマリノ,ザンビア,シエラレオネ,シリア,シンガポール,ジブチ,ジャマイカ,ジョージア,ジンバブエ,スイス,スウェーデン,スペイン,スリナム,スリランカ,スロバキア,スロベニア,スーダン,セネガル,セルビア,セントクリストファー・ネービス,セントビンセント・グレナディーン,セントルシア,セーシェル,ソマリア,タイ,タジキスタン,タンザニア,ダイヤモンド・プリンセス（クルーズ船）,チェコ,チャド,チュニジア,チリ,デンマーク,トリニダード・トバゴ,トルコ,トーゴ,ドイツ,ドミニカ,ドミニカ共和国,ナイジェリア,ナミビア,ニカラグア,ニジェール,ニュージーランド,ネパール,ノルウェー,ハイチ,ハンガリー,バチカン,バハマ,バルバドス,バングラデシュ,バーレーン,パキスタン,パナマ,パプアニューギニア,パラグアイ,パレスチナ,フィジー,フィリピン,フィンランド,フランス,ブラジル,ブルガリア,ブルキナファソ,ブルネイ・ダルサラーム,ブルンジ,ブータン,ベトナム,ベナン,ベネズエラ,ベラルーシ,ベリーズ,ベルギー,ペルー,ホンジュラス,ボスニア・ヘルツェゴビナ,ボツワナ,ボリビア,ポルトガル,ポーランド,マカオ,マダガスカル,マラウイ,マリ,マルタ,マレーシア,ミャンマー,メキシコ,モザンビーク,モナコ,モルディブ,モルドバ,モロッコ,モンゴル,モンテネグロ,モーリシャス,モーリタニア,ヨルダン,ラオス,ラトビア,リトアニア,リヒテンシュタイン,リビア,リベリア,ルクセンブルク,ルワンダ,ルーマニア,レソト,レバノン,ロシア,中国,中央アフリカ,北マケドニア,南アフリカ,南スーダン,台湾,日本,東ティモール,米国,英国,赤道ギニア,韓国,香港
2020-03-22,13329,1,3,1,0,2,15,3,2,0,0,0,0,0,1,4827,20,1685,5,48,0,3,0,0,7,10,0,0,0,0,0,0,137,7,8,0,0,13,0,0,0,1,1,0,0,0,1,0,0,0,13,0,0,1,0,0,2,0,0,0,0,1,0,0,0,20,0,0,0,2,0,1,0,0,56,20,1326,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,8,0,0,3,1,13,0,21,0,67,0,2,0,0,0,0,0,0,7,0,4,0,0,0,2,2,3,1,0,1,0,0,25,1,562,11,3,3,0,0,0,0,0,0,0,0,67,2,0,1,0,0,12,5,0,0,0,0,0,9,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,4,0,3261,0,0,0,0,2,36,0,587,234,0,104,4
2020-03-23,15035,1,4,1,1,2,17,4,2,0,0,0,0,0,1,5476,23,1812,9,49,0,3,0,0,7,14,0,0,0,0,0,0,180,7,16,0,0,19,0,0,0,1,1,0,0,0,1,0,0,0,15,0,0,1,0,0,2,1,0,2,0,2,0,0,0,20,0,0,0,2,0,1,0,0,60,21,1720,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,8,1,0,3,1,13,0,30,0,94,0,2,0,0,0,0,0,0,7,0,7,0,0,0,2,2,5,3,0,1,0,0,33,1,674,11,3,3,0,0,0,0,0,0,0,0,75,2,0,1,0,0,14,7,0,0,0,0,0,11,0,2,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,8,0,2,0,4,0,3270,0,1,0,0,2,41,0,786,282,0,111,4
2020-03-24,16929,2,6,1,1,2,17,4,4,0,0,0,1,0,1,6077,27,1934,9,49,0,3,0,0,8,19,0,0,0,0,0,0,214,8,25,0,0,25,0,0,0,1,1,0,2,0,1,0,0,0,17,0,0,1,0,0,2,1,0,3,0,2,0,1,0,20,0,0,0,2,0,1,0,1,66,25,2182,0,0,0,1,1,0,2,0,0,0,0,0,4,0,0,10,1,0,3,2,24,0,37,0,126,0,6,0,0,0,0,0,0,8,0,8,0,0,0,4,3,6,6,0,2,0,0,33,1,860,46,3,3,0,0,0,0,0,0,0,0,88,5,0,1,0,0,23,8,0,0,0,0,0,15,0,4,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,8,0,7,0,4,0,3277,0,2,0,0,2,42,0,1011,336,0,120,4
2020-03-25,19217,2,7,1,1,2,17,4,5,0,0,0,1,0,5,6820,29,2077,10,58,0,4,0,0,8,21,0,0,0,0,0,0,277,8,30,0,0,25,1,0,0,1,1,0,2,3,1,0,0,0,20,0,1,1,0,0,2,1,0,3,0,2,0,2,0,21,0,0,0,2,0,1,0,1,86,36,2696,0,0,0,3,1,0,3,0,0,0,0,0,4,0,0,10,3,0,5,2,32,0,44,0,149,0,6,0,0,0,0,0,0,10,0,10,0,0,0,4,3,7,6,0,2,0,0,38,1,1100,46,3,3,0,0,0,0,0,0,0,0,122,5,0,2,0,0,33,10,0,0,0,0,0,16,0,4,0,0,0,1,5,0,0,2,0,0,0,0,2,0,0,0,8,0,11,0,4,0,3281,0,2,0,0,2,43,0,1320,423,0,126,4
2020-03-26,21856,2,9,2,2,2,17,8,5,0,0,0,3,0,5,7505,36,2234,13,78,0,5,0,0,8,21,1,0,0,0,0,0,357,11,34,0,0,35,1,0,0,1,1,0,2,3,1,0,0,0,22,0,1,1,0,0,2,1,0,4,0,3,0,3,0,21,0,0,0,2,0,1,0,1,103,42,3434,0,0,0,4,1,0,4,0,0,0,0,0,4,0,0,10,6,0,5,4,34,1,59,0,198,0,10,1,0,0,0,0,0,12,0,10,0,0,0,5,4,8,8,0,3,1,0,45,3,1332,57,3,3,0,0,0,0,0,0,0,0,178,9,1,3,0,0,43,14,0,0,0,0,0,21,0,5,0,0,0,1,6,0,1,2,0,0,0,0,4,0,0,0,8,0,13,0,6,2,3287,0,2,0,0,2,45,0,1726,464,0,131,4
2020-03-27,24752,2,19,3,2,2,21,8,8,1,0,0,3,0,10,8165,40,2378,17,87,0,5,0,0,8,24,1,0,0,0,0,0,435,13,52,0,0,35,1,0,0,1,1,0,3,3,1,0,0,0,26,0,2,1,0,1,2,1,0,4,0,4,0,3,0,21,0,0,0,2,0,1,0,1,161,66,4089,0,0,0,5,1,0,7,0,0,0,0,0,5,0,0,10,9,0,6,4,41,1,75,0,253,0,10,1,0,0,1,0,0,14,0,10,0,0,0,5,4,9,8,0,3,1,0,45,4,1696,57,3,3,0,0,0,0,0,0,0,0,220,9,1,3,0,0,60,16,0,0,0,0,0,23,0,5,0,0,0,2,10,0,1,2,0,0,0,0,4,0,0,0,9,0,17,0,7,3,3292,0,3,0,0,2,46,0,2269,580,0,139,4
2020-03-28,28126,2,22,3,3,2,25,12,9,1,0,0,3,0,12,9136,42,2517,17,87,0,8,1,0,8,30,1,0,0,0,0,0,547,14,68,1,0,39,1,0,1,1,1,1,4,5,2,0,0,0,28,0,3,1,0,1,2,1,0,6,0,5,0,4,0,21,0,0,0,2,0,1,0,1,197,92,4858,0,0,0,9,1,0,7,0,0,0,0,0,5,0,0,10,9,0,6,5,52,2,92,0,325,0,20,1,0,1,1,0,0,16,0,11,0,0,0,5,4,11,9,0,3,1,0,68,7,1995,77,3,3,1,0,0,0,0,0,0,0,289,9,1,4,0,0,76,16,0,0,0,0,0,26,0,8,0,0,0,2,23,0,1,2,0,1,0,0,5,0,0,0,15,0,24,0,8,4,3295,0,3,1,0,2,49,0,2744,761,0,144,4
2020-03-29,31746,2,36,4,4,2,26,17,10,3,0,0,4,0,15,10023,42,2640,25,114,0,9,2,0,8,36,1,0,0,0,0,0,640,16,68,1,0,55,2,0,1,1,1,1,4,5,3,0,0,0,32,0,5,1,0,1,2,1,0,6,0,6,0,8,0,22,0,0,1,2,0,1,0,1,235,102,5690,0,1,0,9,1,0,10,0,0,0,0,0,7,0,0,10,11,0,8,6,65,2,108,1,389,0,20,1,0,1,1,1,0,20,0,13,0,0,0,5,4,13,14,0,3,1,0,68,9,2314,92,7,3,1,0,0,0,0,2,0,0,353,11,1,6,0,0,100,18,0,0,0,0,0,27,0,12,0,0,0,2,26,0,1,2,0,1,0,0,7,0,0,0,18,0,29,0,10,8,3300,0,4,1,0,2,52,0,3420,1021,0,152,4
2020-03-30,35297,2,46,4,4,5,29,19,10,3,0,0,6,0,15,10781,42,2757,29,122,0,11,2,0,8,40,3,0,0,0,0,0,772,18,86,1,1,61,2,0,1,1,1,1,4,6,3,0,0,0,38,0,6,1,0,1,2,1,0,6,0,8,0,8,0,24,0,0,1,3,0,1,0,1,257,110,6528,0,1,0,11,2,0,13,0,0,0,0,0,9,0,0,10,16,0,8,6,72,3,131,1,455,0,20,1,0,1,3,1,0,22,0,15,0,0,0,5,4,18,17,0,3,1,0,78,11,2606,114,8,12,1,0,0,0,0,2,0,0,431,11,2,6,0,0,119,22,0,0,0,0,0,34,0,16,0,0,0,2,29,0,1,2,0,4,0,0,7,0,0,0,21,0,40,0,11,9,3304,0,6,1,0,3,54,0,4196,1231,0,158,4
2020-03-31,39484,2,54,4,4,6,31,20,11,3,1,0,8,0,17,11591,46,2898,32,136,0,13,2,0,8,41,3,0,0,0,0,0,865,19,108,1,1,66,6,0,1,1,1,1,4,7,4,0,0,0,43,0,6,1,0,1,2,1,0,10,0,8,0,10,0,25,0,0,2,3,0,1,0,1,295,146,7340,0,2,0,11,2,0,13,0,0,0,0,0,10,0,0,11,24,0,9,8,77,3,168,1,583,0,42,1,0,1,3,1,0,26,0,15,0,0,0,5,4,25,24,0,3,1,0,78,13,3024,136,8,12,1,0,0,0,0,3,0,0,513,11,2,9,0,5,140,31,0,0,0,0,0,37,0,20,0,0,0,2,33,0,1,2,0,5,0,0,7,0,0,0,22,0,44,0,12,9,3305,0,7,3,0,5,56,0,5367,1411,0,162,4
2020-04-01,44363,2,71,5,4,6,35,24,13,3,2,0,12,0,21,12430,50,3036,38,157,0,17,2,1,8,46,4,0,0,0,0,1,1040,20,128,2,2,89,6,0,1,2,1,1,4,8,6,0,0,0,49,0,6,1,0,1,2,1,0,14,2,9,0,16,0,26,0,0,2,3,0,1,0,1,373,180,8189,0,2,0,13,2,0,13,0,0,0,0,0,12,0,1,11,31,0,10,12,90,3,214,1,732,0,51,2,0,1,3,1,0,28,0,16,0,0,0,6,4,26,24,0,3,1,0,96,17,3523,159,8,14,1,0,0,0,0,3,0,0,705,24,2,12,0,6,160,33,0,0,0,0,0,43,1,28,0,0,0,3,37,0,2,5,0,5,0,0,7,0,0,0,23,0,69,0,12,17,3312,0,9,5,0,5,57,0,6511,1793,0,165,4
2020-04-02,49702,2,85,5,4,8,58,27,15,3,2,0,13,0,21,13157,54,3160,50,170,0,20,2,2,79,52,5,0,0,0,1,1,1174,21,146,3,2,105,6,0,1,2,1,1,4,9,6,0,0,0,50,0,6,1,0,1,2,1,0,16,2,11,1,21,0,28,0,0,2,3,0,1,0,1,378,239,9053,0,3,0,15,2,1,13,0,0,0,0,0,15,0,1,11,39,0,13,16,104,5,277,2,872,0,57,2,0,1,5,1,0,32,0,20,0,0,0,6,4,31,30,0,3,1,0,96,17,4032,201,10,14,1,0,0,0,0,3,2,0,828,24,10,13,1,7,187,43,0,0,0,0,0,45,1,29,0,0,0,5,40,0,2,5,0,5,0,0,8,0,0,0,29,0,85,0,16,24,3318,0,11,5,0,5,57,0,7938,2536,0,169,4
2020-04-03,54865,4,98,5,5,8,83,31,16,4,2,0,15,0,29,13917,54,3294,56,181,0,23,2,4,120,58,11,0,0,0,2,1,1341,26,158,3,3,127,7,0,1,4,1,1,4,9,6,1,0,0,53,0,7,1,0,3,2,1,0,17,2,13,1,25,0,30,1,0,2,4,0,3,0,1,462,282,10003,0,4,0,16,2,1,13,0,0,0,0,0,19,0,1,11,44,0,18,18,123,5,356,2,1017,0,60,2,0,1,5,1,0,42,0,21,0,1,0,6,4,35,32,0,3,1,0,107,19,4503,241,10,15,1,0,0,0,0,3,4,0,1011,41,14,16,1,8,209,57,0,0,0,3,0,50,1,37,0,0,0,8,47,0,2,7,0,5,0,0,9,0,1,0,30,0,94,0,17,30,3322,0,11,5,0,5,65,0,9260,2926,0,174,4
2020-04-04,62127,4,120,5,5,10,105,37,17,7,2,0,16,0,36,14681,56,3452,68,191,0,28,2,4,120,66,12,0,0,0,2,1,1490,28,168,3,3,152,8,0,1,4,1,1,4,11,6,1,0,0,59,1,8,1,0,4,2,1,0,19,3,16,1,29,0,32,1,0,2,5,0,3,0,1,533,333,10935,0,5,0,20,2,2,39,0,0,0,0,0,20,0,1,11,53,0,18,22,139,6,425,2,1158,0,68,4,0,1,5,1,0,44,0,32,0,3,0,8,4,35,37,0,3,1,0,136,20,6507,299,14,15,1,0,0,0,0,3,4,0,1143,51,15,18,1,9,246,71,0,0,0,3,0,53,1,50,0,0,0,9,50,0,2,7,1,5,0,1,9,0,1,0,31,0,133,0,17,34,3326,0,12,7,0,5,69,0,10870,3611,0,177,4
2020-04-05,68211,4,137,5,7,10,130,42,18,7,2,0,17,0,42,15362,61,3603,77,198,0,32,2,4,172,71,13,0,0,0,3,2,1654,34,186,5,3,214,9,0,1,4,1,1,4,11,6,1,0,0,68,1,12,1,0,4,2,1,0,25,5,16,2,34,0,32,1,0,2,5,0,3,1,1,592,373,11744,0,5,0,22,2,2,39,0,0,0,0,0,23,0,1,11,59,0,19,27,161,6,501,3,1342,0,68,4,0,1,8,1,0,50,0,34,0,3,0,8,4,45,41,0,3,1,0,144,25,7560,359,17,15,1,0,0,0,0,3,4,0,1283,61,15,21,1,10,266,79,0,0,0,4,0,57,1,60,0,0,0,12,66,0,2,7,1,5,0,1,9,1,1,1,31,0,141,0,18,43,3329,0,17,9,0,5,70,0,12375,4320,0,183,4
2020-04-06,73203,4,158,5,7,11,130,44,21,7,2,0,17,0,46,15889,64,3739,109,209,0,38,2,5,172,78,15,0,1,0,3,2,1769,39,204,5,4,231,9,0,1,4,1,1,5,14,8,4,0,0,73,1,15,2,0,4,2,1,0,32,5,18,2,38,0,32,1,0,2,6,0,3,2,1,641,401,12418,0,5,0,28,2,2,51,0,0,0,0,0,26,0,1,11,67,0,22,34,179,6,574,3,1434,0,68,5,0,1,10,1,0,58,0,38,0,4,0,12,4,50,46,0,3,1,0,152,28,8078,432,20,17,1,0,0,0,0,3,8,0,1447,73,22,21,1,10,295,94,0,0,0,4,0,61,1,79,0,0,0,15,71,0,2,7,1,5,0,1,13,1,1,3,36,0,148,0,19,45,3331,0,18,11,0,5,73,0,13894,4943,0,186,4
2020-04-07,79304,6,174,7,11,11,173,46,22,8,2,0,21,0,52,16525,64,3872,114,221,0,45,2,6,191,85,19,0,1,0,3,2,1874,42,220,6,4,293,9,0,1,4,1,1,5,14,9,4,0,0,79,1,16,3,0,4,2,3,0,35,5,18,3,41,0,32,1,0,2,6,0,3,2,1,641,477,13055,1,6,2,30,2,2,58,0,0,0,0,0,27,0,1,11,78,0,22,37,187,8,649,3,1607,0,86,5,0,1,10,1,0,59,1,47,0,5,1,17,4,54,54,0,5,1,0,163,28,8911,486,22,17,1,0,0,0,1,3,13,1,1632,83,22,28,1,11,311,107,0,0,0,4,0,62,1,94,0,0,0,19,83,0,2,7,1,6,0,1,14,1,1,3,41,0,157,0,19,47,3331,0,21,12,0,5,80,0,16191,5382,0,192,4
2020-04-08,86779,6,210,8,14,12,194,53,22,8,2,0,22,0,71,17129,65,3993,149,240,0,52,3,6,191,94,21,0,2,0,4,2,2110,45,243,6,6,345,9,0,1,5,1,1,5,14,11,4,0,0,81,1,18,3,0,6,2,5,0,46,5,20,3,41,0,34,1,0,2,6,0,3,3,2,641,591,13798,1,6,2,36,2,2,61,0,0,0,0,0,30,0,1,11,88,0,23,43,203,8,725,3,1861,0,98,6,0,1,11,1,0,69,1,58,0,5,2,20,5,58,55,0,5,1,0,182,34,10328,553,23,18,1,0,0,0,1,7,13,1,2035,92,22,32,1,14,345,129,0,0,1,5,0,63,3,125,0,0,0,22,91,0,2,7,1,6,0,2,15,1,1,3,44,0,182,0,19,58,3333,0,27,13,0,5,81,0,18270,6171,0,200,4
2020-04-09,93226,6,235,8,15,12,205,60,22,10,2,2,24,0,71,17669,69,4110,169,280,0,57,3,7,242,103,24,0,2,0,5,2,2257,50,273,7,6,401,10,0,1,5,1,1,6,14,12,4,0,0,83,1,19,3,0,6,2,6,0,50,5,20,3,44,0,34,1,0,2,6,1,3,3,3,705,687,14555,1,7,2,40,2,2,65,0,0,0,0,1,32,0,1,11,99,0,24,48,218,8,812,3,2107,0,98,6,0,1,11,1,0,80,1,66,0,6,3,21,5,63,59,0,5,1,0,203,40,10869,667,24,19,1,0,0,0,1,7,13,1,2240,107,22,35,1,15,380,159,0,0,1,6,1,65,3,141,0,0,0,28,96,0,2,7,1,6,0,2,15,1,1,4,46,0,209,0,19,76,3335,0,30,18,0,5,85,0,20288,7109,0,204,4
2020-04-10,100592,6,263,9,15,14,235,67,23,11,2,2,26,0,79,18281,70,4232,199,306,0,69,3,7,272,118,24,0,2,0,5,3,2405,52,295,9,6,461,10,0,1,6,1,1,6,15,15,5,0,0,86,1,20,3,0,7,3,7,0,55,5,20,3,47,0,34,1,0,2,7,1,4,3,3,756,793,15238,1,7,2,43,2,2,65,0,0,0,0,1,33,0,1,11,112,0,25,57,237,8,908,3,2373,0,118,7,0,1,11,1,0,88,2,77,0,7,3,27,6,66,63,0,5,2,0,203,42,12210,800,24,19,1,0,0,0,1,7,13,1,2523,121,23,36,1,18,409,174,0,0,1,7,2,67,3,174,0,0,0,29,105,0,2,7,1,7,0,2,15,1,1,4,52,0,229,0,20,94,3336,0,30,18,0,5,88,0,22357,7992,0,208,4
2020-04-11,107610,7,287,10,15,20,256,79,23,11,2,2,26,0,92,18851,72,4357,239,327,0,73,3,7,297,135,24,0,2,0,6,3,2521,56,319,10,6,531,10,0,1,6,1,1,6,15,15,5,0,0,90,1,21,3,0,7,3,7,0,69,5,20,3,52,0,34,2,0,2,7,2,4,3,3,805,870,15843,1,7,2,45,2,2,71,0,0,0,0,1,35,0,3,11,119,0,25,65,247,8,1006,3,2544,0,118,7,0,1,11,4,0,92,2,85,0,8,4,30,6,77,66,0,6,2,0,247,48,13197,941,25,19,1,0,0,0,1,9,19,1,3019,138,23,37,1,19,435,181,0,0,1,7,2,70,3,194,0,0,0,29,110,0,2,9,1,7,0,2,17,1,1,5,54,0,257,0,20,106,3339,0,32,24,0,6,94,0,24366,8974,0,211,4
2020-04-12,113656,8,320,11,18,20,275,82,23,13,2,2,28,0,96,19470,76,4474,273,373,0,83,3,7,315,146,24,0,3,0,6,4,2653,59,337,10,7,600,10,0,1,6,1,1,8,15,16,5,0,0,93,1,21,3,0,7,3,7,0,80,5,20,4,59,0,35,2,0,2,8,2,4,3,3,831,887,16353,1,7,2,50,2,2,74,0,0,0,0,1,38,0,3,11,129,0,28,73,260,8,1101,3,2673,0,126,10,0,1,11,4,0,98,2,99,0,8,4,34,6,88,74,0,6,2,0,297,49,13832,1056,28,19,1,0,0,0,1,9,23,2,3346,169,24,37,1,20,470,208,0,0,2,7,3,73,3,233,0,0,0,30,113,0,2,9,1,7,0,3,23,1,1,5,62,0,282,0,20,130,3339,0,34,25,0,6,98,0,26086,9892,0,214,4
2020-04-13,119202,8,334,11,21,25,293,82,23,14,2,2,29,0,103,19901,78,4585,308,399,0,93,4,7,333,159,25,0,3,0,6,4,2747,61,350,12,7,674,10,0,1,6,1,1,8,16,18,5,0,0,98,2,23,3,0,8,3,7,0,100,5,20,4,65,0,35,2,0,2,8,2,4,3,3,858,899,16972,1,7,2,53,2,2,80,0,0,0,0,2,40,0,3,12,138,0,31,80,273,8,1198,3,2799,0,173,10,0,1,12,5,0,103,2,109,0,8,4,39,6,93,79,0,6,2,0,315,56,14393,1124,29,19,1,0,0,0,1,9,26,2,3600,181,25,38,1,24,504,232,0,0,2,7,3,76,4,273,0,0,0,33,120,0,2,9,1,7,0,5,24,1,1,5,66,0,306,0,20,148,3341,0,34,25,0,6,102,0,27870,10629,0,217,4
2020-04-14,125454,8,365,12,23,25,313,95,23,14,2,2,29,0,110,20465,78,4683,339,459,0,98,4,7,355,164,28,0,3,0,6,4,2833,61,368,12,7,734,10,0,1,6,1,1,8,17,21,5,0,0,99,3,25,5,0,9,3,8,0,109,5,20,6,73,0,36,2,0,2,9,2,4,3,3,885,919,17489,1,7,2,55,4,2,85,0,0,0,0,2,41,0,3,12,143,0,34,82,285,8,1296,3,2969,0,177,10,0,1,13,9,0,114,3,122,0,8,4,46,7,96,87,0,6,2,0,335,59,14967,1223,32,27,1,0,0,0,1,9,29,2,3903,193,25,38,1,27,535,245,0,0,2,9,3,77,4,296,0,0,0,36,126,0,4,9,1,7,0,5,24,1,1,6,69,0,318,0,21,170,3341,0,38,27,0,6,109,0,30262,11347,0,222,4
2020-04-15,132357,8,406,13,25,28,326,101,24,16,2,2,31,0,117,21069,79,4777,377,469,0,108,4,8,369,178,31,0,3,0,6,4,2955,61,384,12,7,823,15,0,1,6,1,1,8,17,21,5,0,0,101,3,31,5,0,9,3,8,0,112,5,21,6,79,0,36,2,0,2,10,2,4,3,3,900,1033,18056,1,7,2,56,5,2,94,0,0,0,0,2,43,0,3,12,161,0,34,92,299,8,1403,3,3254,0,183,10,0,1,14,9,0,127,3,134,0,8,4,50,7,107,94,0,7,2,0,335,64,15729,1328,35,28,1,0,0,0,1,9,33,2,4157,193,26,40,1,28,567,263,0,0,2,10,3,82,4,332,0,0,0,41,127,0,4,9,1,7,0,5,24,1,1,6,69,0,344,0,21,198,3342,0,44,27,0,6,119,0,32760,12126,0,225,4
2020-04-16,139951,8,444,13,29,33,336,108,25,18,2,2,33,0,126,21647,80,4869,414,496,0,115,4,8,388,183,35,0,3,0,6,4,3145,63,393,16,7,954,17,0,1,6,1,1,8,17,24,5,1,0,102,3,34,5,0,10,3,9,0,127,5,22,6,83,0,36,2,0,2,10,2,5,3,3,973,1203,18579,1,7,6,61,5,2,99,0,0,0,0,5,46,0,4,12,166,0,35,94,309,8,1518,3,3569,0,189,11,0,1,14,9,0,130,3,142,0,8,5,60,7,128,95,0,8,2,0,362,72,17167,1532,36,28,1,0,0,0,1,9,36,2,4440,230,31,41,1,28,599,286,0,0,2,13,3,83,4,406,0,0,0,46,128,0,4,9,1,7,0,5,29,1,1,6,69,0,372,0,21,232,3342,0,45,34,0,6,136,0,34844,12890,0,229,4
2020-04-17,148658,8,486,15,30,35,348,115,26,18,2,2,34,0,140,22172,80,4958,437,520,0,125,4,9,403,196,36,1,3,0,6,5,3327,63,410,16,7,1048,17,0,1,6,1,1,8,17,27,5,1,0,105,5,35,5,0,11,4,11,0,131,5,23,6,87,0,38,2,0,2,10,2,5,3,3,1016,1333,19130,1,7,8,61,5,2,103,0,0,0,0,5,47,0,4,13,169,0,37,105,321,8,1643,5,3868,0,196,11,0,1,15,11,0,136,3,156,0,8,5,75,7,135,103,0,8,2,0,362,75,17920,1736,38,32,1,0,0,0,1,9,40,2,4857,254,35,42,1,29,629,314,0,0,2,13,3,84,4,449,0,1,0,54,133,0,4,9,1,7,0,5,32,1,1,6,69,0,387,0,21,273,4632,0,46,48,0,6,148,0,37428,13755,0,230,4
2020-04-18,155522,8,530,15,30,37,364,122,26,19,2,2,35,0,148,22747,81,5031,480,535,0,133,4,9,421,205,38,1,3,0,7,6,3471,67,431,17,8,1250,21,0,1,6,1,1,8,17,31,5,1,0,105,6,36,7,0,11,4,12,0,144,6,23,6,92,0,38,2,0,2,11,2,5,3,3,1058,1400,19478,1,7,9,66,10,3,110,0,0,0,0,5,47,0,5,13,173,0,37,116,336,8,1769,5,4110,0,200,11,0,1,18,11,0,136,3,172,0,9,5,84,7,143,109,0,8,2,0,387,82,18681,1924,41,32,1,0,0,0,1,9,43,2,5163,300,41,44,1,31,657,332,0,0,2,13,3,86,5,486,0,1,0,56,137,0,5,9,1,7,0,5,33,1,1,7,72,0,400,0,21,313,4632,0,49,50,0,6,154,0,39775,14606,0,232,4
2020-04-19,161154,9,571,18,33,41,367,129,26,20,2,2,35,0,158,23227,82,5118,507,582,0,141,5,9,456,224,38,1,3,0,7,6,3613,70,443,17,8,1346,21,0,1,6,1,1,9,17,32,5,3,0,105,7,39,7,0,12,4,12,0,153,6,25,6,97,0,39,2,0,2,11,2,5,4,3,1110,1511,20043,1,7,11,70,10,3,117,0,0,0,0,7,47,0,5,13,181,0,37,126,346,8,1890,5,4294,0,217,11,0,1,19,11,0,148,3,189,0,9,5,91,7,159,115,0,8,2,0,397,90,19322,2141,41,32,1,0,0,0,1,9,45,2,5453,300,46,46,1,31,687,347,0,0,2,13,3,88,5,546,0,1,0,60,138,0,5,9,1,7,0,5,33,1,1,7,72,0,417,0,21,361,4632,0,49,52,0,6,161,0,40945,15495,0,234,4
2020-04-20,166380,9,610,19,33,43,375,132,26,20,2,3,36,0,171,23660,82,5209,543,590,0,151,5,9,474,239,40,1,3,0,7,7,3696,70,452,17,9,1506,21,0,1,7,1,1,9,17,34,7,3,0,110,9,47,7,0,14,4,12,0,166,6,25,9,103,0,39,3,0,3,11,2,5,4,3,1134,1540,20453,1,7,12,74,12,3,122,0,0,0,0,7,47,0,7,13,188,0,38,133,355,8,2017,5,4404,0,226,19,0,1,20,12,0,154,3,199,0,9,5,101,7,176,120,0,8,2,0,409,94,19717,2347,43,36,1,1,0,0,1,9,47,2,5683,348,46,46,1,32,714,360,0,0,2,14,3,89,5,650,0,1,0,67,143,0,5,9,1,7,0,5,36,1,1,8,73,0,434,0,21,361,4632,0,51,54,0,6,171,0,42686,16093,0,236,4
2020-04-21,172217,10,687,19,36,46,384,136,26,22,2,3,36,0,181,24114,83,5297,590,616,0,161,5,10,507,250,40,1,3,0,7,8,3764,71,462,19,9,1611,42,0,1,7,1,1,9,17,36,7,5,0,116,11,47,7,0,14,5,12,0,179,6,25,10,109,0,39,3,0,3,11,2,5,4,3,1141,1580,20852,1,7,13,74,12,5,125,0,0,0,0,8,48,0,10,13,196,0,38,139,364,8,2140,5,4598,0,235,19,0,2,20,13,0,154,3,213,0,9,5,110,7,197,126,0,8,2,0,428,98,20264,2462,43,36,1,1,0,0,1,9,51,2,5828,400,46,49,1,33,735,380,0,0,2,14,3,89,5,686,0,1,0,70,144,0,5,9,1,7,0,5,37,1,1,8,75,0,451,0,21,456,4632,0,54,58,0,6,186,0,45086,16542,0,237,4
2020-04-22,178884,10,730,20,40,52,392,145,26,24,2,3,37,0,184,24648,83,5391,640,635,0,174,6,10,520,264,43,1,3,0,7,8,3929,74,463,19,10,1728,43,0,1,7,1,1,9,17,38,7,6,0,121,13,48,8,0,14,6,18,0,189,6,25,13,114,0,40,3,0,3,11,2,6,5,3,1186,1765,21282,1,7,14,77,13,5,130,0,0,0,0,14,49,0,10,13,201,0,38,147,370,8,2259,6,4879,0,245,19,0,2,20,14,0,163,3,225,0,9,5,120,7,209,136,0,8,2,0,437,141,20794,2575,45,38,1,1,0,0,1,10,55,2,5998,445,46,50,1,34,762,401,0,0,2,14,3,92,5,712,0,1,0,73,149,0,5,9,1,7,0,9,38,1,1,8,78,0,483,0,22,513,4632,0,55,58,0,6,277,0,47412,17379,0,238,4
